"tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()","SubjectId","ActivityName"
0.23063284,-0.021194238,-0.051731575,-0.114668,-0.021155422,-0.30001636,0.97094824,-0.14938558,-0.056938562,-0.97271084,-0.87566279,-0.89794443,0.26643731,0.077294804,-0.0084270071,-0.04642251,-0.23378636,-0.56225573,-0.50722922,0.1271759,0.18201107,-0.49281028,-0.52719297,-0.28100516,0.04701055,-0.07025175,-0.15996513,-0.49369303,-0.64102133,-0.47387323,-0.073504896,-0.13411412,-0.073504896,-0.13411412,-0.22177479,-0.081074004,-0.19970874,-0.41173671,-0.57528184,-0.61916923,-0.043457324,-0.079449024,-0.37543416,-0.14432004,-0.052773114,-0.313598,-0.075839047,-0.26913092,-0.51993558,-0.10042472,-0.24619993,-0.60264627,-0.39414855,-0.51321277,-0.25930401,-0.52458868,-0.5393632,-0.35391513,-0.058740879,-0.31429191,-0.052551165,-0.11881527,-0.47785909,-0.46689611,-0.62547902,-0.833650673230939,"12","WALKING"
0.25140023,0.03085578,-0.10534415,-0.49912412,-0.27472635,-0.0060995554,0.90089366,-0.2709002,-0.26592938,-0.95777993,-0.94036212,-0.83546277,0.13569046,0.32218745,0.16492121,-0.45343107,-0.24202321,-0.22911022,0.23775487,-0.12769286,-0.25797001,-0.55912672,-0.073657846,-0.42718847,-0.14380093,0.062366608,0.18154282,-0.55841482,-0.089851667,-0.54149438,-0.28810555,-0.34392923,-0.28810555,-0.34392923,-0.30256311,-0.19452453,-0.18935181,-0.14984714,-0.31485545,-0.080031828,-0.45352418,-0.21509365,-0.028593322,-0.51820754,-0.35478796,-0.073420044,-0.4544548,-0.32729817,-0.21920449,-0.50247029,-0.19955162,-0.2369847,-0.50024682,0.02892442,-0.32386351,-0.57918034,-0.14983263,-0.51780648,-0.26975678,-0.49156162,-0.19610333,-0.19785948,-0.084569629,-0.35548152,-0.047797112,-0.834955249697736,"13","WALKING"
0.25588817,-0.032539155,-0.067271514,-0.50356532,-0.22869192,-0.50249595,0.94844862,-0.24618108,0.073539133,-0.96095562,-0.93057978,-0.92602934,-0.21802939,0.11780758,0.10509796,-0.51901103,-0.34268499,-0.74413546,-0.051575194,-0.00079419047,0.012080561,-0.6522306,-0.5264908,-0.62422194,-0.18014736,-0.092215713,0.020605519,-0.48861129,-0.8063221,-0.73486718,-0.38780632,-0.5408342,-0.38780632,-0.5408342,-0.4921664,-0.53666961,-0.52041669,-0.61877211,-0.68468615,-0.7666471,-0.46637012,-0.25646986,-0.60207513,-0.51889966,-0.26251493,-0.48927139,-0.55387379,-0.3952615,-0.71267119,-0.52493309,-0.32825212,-0.77458272,-0.53236979,-0.65345965,-0.62136967,-0.69059664,-0.46596043,-0.65937234,-0.50120758,-0.63549989,-0.5674773,-0.50215416,-0.65222308,-0.66100215,-0.75976453,-0.837643197013182,"18","WALKING"
0.19304071,-0.0097692172,-0.14789921,-0.39045822,0.11503358,-0.23059896,0.92280966,-0.31019818,-0.052477949,-0.95775964,-0.96600703,-0.83459875,0.28328365,0.085236569,0.34279305,-0.31404041,-0.15978508,-0.47455849,-0.35433285,0.23454253,0.11841106,-0.33630441,-0.21837296,-0.26310884,0.074853476,-0.014354674,-0.14953901,-0.45270493,-0.32629492,-0.50400785,-0.1727037,-0.35157309,-0.1727037,-0.35157309,-0.30312797,-0.222919,-0.11774946,-0.12380199,-0.42425094,-0.30707389,-0.31219877,0.023414611,-0.25490194,-0.42414603,0.091118296,-0.27831337,-0.34361747,-0.23315993,-0.43591321,-0.34365044,-0.13474327,-0.51049173,-0.23879538,-0.19529125,-0.29253573,-0.36896946,-0.23853213,-0.32098328,-0.25071268,-0.51702819,-0.19068172,-0.2671324,-0.14230585,-0.26316885,-0.30661222,-0.838014218417467,"20","WALKING"
0.28451404,-0.055476156,-0.11254679,-0.55905373,-0.30458666,-0.3588131,0.96629385,-0.074300844,-0.13491645,-0.98013551,-0.89423647,-0.96444117,-0.018061421,0.039121103,0.055143234,-0.55983528,-0.49020736,-0.53309227,-0.047080624,-0.038943336,0.055634881,-0.6538693,-0.55770888,-0.48359245,-0.1723299,-0.025488169,-0.070513401,-0.61266278,-0.62079542,-0.64085753,-0.40905135,-0.54697801,-0.40905135,-0.54697801,-0.50304739,-0.49822386,-0.49563711,-0.68401999,-0.62632173,-0.63427417,-0.59328678,-0.409395,-0.48455451,-0.54609346,-0.29743126,-0.34340443,-0.61949196,-0.56150178,-0.58125769,-0.53875784,-0.44776454,-0.49215005,-0.6071243,-0.57758464,-0.54164772,-0.66972381,-0.54891648,-0.51298615,-0.5529707,-0.61332038,-0.56959522,-0.42137668,-0.65333814,-0.76640029,-0.65566438,-0.841312398931313,"24","WALKING"
0.18360372,-0.076558729,-0.0469561,-0.36751584,-0.099160728,0.020546431,0.93935459,-0.28099607,-0.07822989,-0.8814893,-0.86283115,-0.81595065,0.25879203,0.11938596,-0.20514992,-0.44528855,-0.47970745,-0.65229315,0.22105528,-0.26354507,0.034448107,-0.68634674,-0.0013219911,-0.55655051,-0.21559862,0.034228727,-0.015072922,-0.65063937,-0.50593079,-0.65921495,-0.14452122,-0.33477144,-0.14452122,-0.33477144,-0.46148363,-0.54188479,-0.21757019,-0.16070864,-0.55426811,-0.57058347,-0.41639013,-0.2914366,-0.36168731,-0.34913057,-0.067173086,0.11530193,-0.47758607,-0.49015987,-0.65764263,-0.46030501,-0.50439944,-0.64603934,-0.60306889,-0.27191669,-0.52365016,-0.71273105,0.12715588,-0.60834086,-0.36359019,-0.4221008,-0.4904,-0.61971628,-0.2970371,-0.21444414,-0.57511456,-0.842854699221439,"1","WALKING_UPSTAIRS"
0.058825669,-0.1086128,-0.076527896,-0.46700175,-0.13779586,-0.41498046,0.91875957,-0.34508795,-0.15338932,-0.87410345,-0.71747128,-0.92844395,0.10652535,0.42197244,-0.023811482,-0.58539994,-0.46119393,-0.76298065,0.25671397,-0.25816231,-0.073977483,-0.7115397,-0.69110551,-0.56886409,-0.1296897,-0.073352052,-0.30171475,-0.65526295,-0.8721137,-0.66164757,-0.29939359,-0.48386794,-0.29939359,-0.48386794,-0.57386344,-0.5895325,-0.50665424,-0.67259026,-0.76022084,-0.82434633,-0.55324672,-0.21657982,-0.59630647,-0.43642442,-0.15217525,-0.37312607,-0.60259682,-0.51813319,-0.7422328,-0.6039685,-0.43467723,-0.78177563,-0.66722742,-0.77242608,-0.51611886,-0.72621318,-0.65213012,-0.62695263,-0.46928319,-0.57192315,-0.56635443,-0.62334811,-0.72043163,-0.69653875,-0.82627283,-0.843621082503189,"3","WALKING_UPSTAIRS"
0.17910807,-0.18388452,-0.11348063,-0.076498678,0.2547424,-0.35270707,0.97594949,-0.15005925,-0.020364413,-0.89931318,-0.57555334,-0.88940574,-0.017375333,-0.12232264,-0.007544806,-0.22127775,-0.29008128,-0.67450061,0.39873529,-0.2297458,-0.073341008,-0.53931727,-0.46958169,-0.22605021,-0.34252098,-0.088351744,-0.13576572,-0.34751798,-0.67011465,-0.29400862,0.04794502,-0.094904977,0.04794502,-0.094904977,-0.31001295,-0.33606669,-0.21416402,-0.44520612,-0.51422641,-0.57129512,-0.24479785,0.0045782555,-0.58089089,-0.017966823,0.29184185,-0.29662945,-0.32924242,-0.36163969,-0.68648161,-0.18212542,-0.25881148,-0.66252772,-0.3360935,-0.58487262,-0.20658323,-0.60635321,-0.41305999,-0.30322204,-0.15946443,-0.2010707,-0.31554496,-0.36758218,-0.47575908,-0.5194433,-0.61108092,-0.844214506246046,"5","WALKING_UPSTAIRS"
0.25738042,-0.1152133,-0.18615343,-0.076125907,0.14651196,-0.3751804,0.96024849,-0.23479495,0.062215814,-0.92885933,-0.73829491,-0.84958074,0.060695193,0.069899791,-0.23430656,-0.19525308,-0.19768663,-0.73722277,-0.65162024,0.048416904,0.020974108,-0.56043169,-0.55697461,-0.33189509,0.01397724,0.073070058,-0.0043643627,-0.3827733,-0.69926707,-0.47260031,-0.030451059,-0.011109462,-0.030451059,-0.011109462,-0.34470695,-0.16437948,-0.13026741,-0.49629006,-0.5629751,-0.64658155,-0.20630705,-0.042279453,-0.49698188,-0.029534127,0.16428076,-0.36044426,-0.30256411,-0.29750561,-0.71560493,-0.15857835,-0.14317125,-0.75677519,-0.3839569,-0.57271731,-0.34710266,-0.61785231,-0.55057756,-0.38795766,-0.13247543,-0.10300356,-0.20111259,-0.12531256,-0.50297349,-0.57941879,-0.66777587,-0.845454557305718,"6","WALKING_UPSTAIRS"
0.16640903,-0.058462262,-0.21667026,-0.3504236,-0.34705165,-0.01086563,0.84767036,-0.1621842,-0.42275991,-0.88079042,-0.86341397,-0.79801994,-0.20875651,0.23545672,-0.087073128,-0.48796379,-0.61095502,-0.60765929,-0.71269681,0.12239253,0.63840073,-0.46827895,-0.46964856,-0.46504466,0.078363949,-0.24329118,-0.31608157,-0.69318712,-0.67242794,-0.76100133,-0.16780492,-0.48033695,-0.16780492,-0.48033695,-0.52350606,-0.51416163,-0.029327487,-0.3330069,-0.69781099,-0.68356705,-0.38653489,-0.45631089,-0.31630065,-0.33658216,-0.33563073,0.058067927,-0.52265483,-0.61943662,-0.58524858,-0.49670347,-0.62856075,-0.6274857,-0.45567224,-0.51941493,-0.46344949,-0.47758155,-0.44472855,-0.5143211,-0.51916732,-0.53986843,-0.53554352,-0.49037973,-0.45936093,-0.36513415,-0.68086902,-0.847383420181006,"7","WALKING_UPSTAIRS"
0.1339655,-0.06197436,-0.092275735,-0.19792231,0.25723902,0.22407291,0.94062417,-0.28349655,0.02116382,-0.92688204,-0.94146334,-0.79011611,0.34164563,-0.26977464,-0.31881094,-0.2824422,-0.032522962,-0.54956301,0.59868143,-0.54933905,0.019787063,-0.38191566,-0.040383855,-0.031319362,-0.016636867,-0.4388519,-0.040486722,-0.32957786,-0.47442482,-0.4417651,0.13018951,-0.36704763,0.13018951,-0.36704763,-0.20590569,-0.36339294,0.15698873,-0.055648677,-0.41500234,-0.52015786,-0.22319073,0.19536659,-0.12624679,-0.1880946,0.20984002,0.2983812,-0.30541798,-0.043966996,-0.50141769,-0.3221164,-0.088482766,-0.59620649,-0.19840897,-0.13206265,-0.12061406,-0.44022874,0.0054795358,-0.092304174,-0.24926686,-0.54317041,-0.29533463,-0.46588919,-0.23528569,-0.10107711,-0.47196269,-0.848092995389204,"8","WALKING_UPSTAIRS"
0.22911127,-0.13343759,-0.20594784,-0.19661283,-0.06312692,-0.11283461,0.91249324,-0.2798879,0.21970397,-0.91877945,-0.76711278,-0.78774703,-0.031890152,-0.036667194,-0.12618793,-0.4514982,-0.47484805,-0.77323705,0.24115724,-0.28241021,0.24621954,-0.53524036,-0.18099337,-0.62355314,-0.15353722,0.05856114,-0.02856981,-0.66205553,-0.81104986,-0.79251629,-0.055446793,-0.25732701,-0.055446793,-0.25732701,-0.51371549,-0.51568164,-0.25110405,-0.27112131,-0.75759538,-0.8148592,-0.33942316,-0.28856,-0.48750641,-0.14673687,-0.020248298,-0.016649822,-0.48349633,-0.51483647,-0.74677753,-0.46626435,-0.46547304,-0.79841861,-0.50726012,-0.56154735,-0.65573754,-0.54750665,-0.02236854,-0.64781737,-0.34526618,-0.32741285,-0.48394864,-0.56160835,-0.5347986,-0.2459671,-0.80716899,-0.849177250937409,"11","WALKING_UPSTAIRS"
0.10900062,-0.11716788,-0.14416512,-0.26616567,0.24683646,0.53665342,0.80881414,-0.264797,-0.43082345,-0.82207727,-0.82689297,-0.79278176,-0.068387757,-0.12378819,0.068149102,-0.36334266,-0.44943953,-0.37394139,0.27110673,-0.32317552,-0.13165739,-0.60014638,0.25448415,0.24943336,-0.10937752,0.050146998,-0.26019119,-0.71823541,-0.57100679,-0.47306287,0.14125492,-0.06828484,0.14125492,-0.06828484,-0.33791855,-0.3450667,0.13668358,0.041120406,-0.55928551,-0.66033086,-0.30038232,-0.14359607,0.066016422,-0.25302554,0.33501133,0.64116878,-0.3889805,-0.48888308,-0.32609991,-0.39278107,-0.44233308,-0.41892934,-0.57861635,-0.21141997,-0.040977676,-0.61004944,0.46167485,0.21653022,-0.19649269,-0.14844558,-0.37020299,-0.31778028,-0.28489726,0.05521418,-0.64688007,-0.849317499576172,"14","WALKING_UPSTAIRS"
0.280897,-0.099225294,-0.2180091,0.041343435,0.13048043,-0.59533273,0.960815,-0.2552898,0.081981609,-0.92043086,-0.80327918,-0.83104342,0.1398,-0.46558613,-0.036734671,-0.19470426,-0.38830901,-0.81550477,0.49099706,-0.40593531,0.26656424,-0.50050838,-0.61020456,-0.38181655,-0.31435507,0.13534847,-0.11397412,-0.62274167,-0.82188496,-0.71610858,0.056813227,-0.092270075,0.056813227,-0.092270075,-0.34076264,-0.36708813,-0.21691915,-0.39264753,-0.73095841,-0.8238128,-0.060344044,0.033375311,-0.67655386,0.078812414,0.1083213,-0.58418813,-0.26076866,-0.40787106,-0.78586508,-0.19702214,-0.40845157,-0.84530302,-0.37153169,-0.679475,-0.49866668,-0.54140451,-0.57555181,-0.40443899,-0.17970803,-0.18776922,-0.32020582,-0.43650131,-0.50546494,-0.42318147,-0.79795677,-0.850808429263725,"15","WALKING_UPSTAIRS"
0.078542448,-0.023138676,-0.31975079,-0.3414253,-0.14969342,-0.15392772,0.87359153,-0.27959047,-0.32414111,-0.85955195,-0.91822975,-0.62236719,0.028320175,0.10688083,0.1876042,-0.46707306,-0.51847381,-0.6756041,0.50913094,-0.37388653,-0.41944422,-0.63348938,-0.69106717,-0.37693533,-0.12412381,0.080126932,-0.040790748,-0.74094877,-0.81456341,-0.75608516,-0.17305343,-0.31757932,-0.17305343,-0.31757932,-0.5003702,-0.53757836,-0.22276306,-0.56118015,-0.77096997,-0.84943642,-0.4446707,-0.33791455,-0.38509666,-0.30477489,-0.11682879,-0.10630324,-0.4996196,-0.57741774,-0.6642621,-0.47989739,-0.48657954,-0.68466395,-0.6472948,-0.68832864,-0.58118903,-0.63469126,-0.6948811,-0.38010921,-0.37647016,-0.39231605,-0.50889828,-0.57903772,-0.6585584,-0.57448127,-0.84236439,-0.851077366966867,"16","WALKING_UPSTAIRS"
0.03515894,-0.031773114,-0.12958366,-0.047691416,-0.27479527,-0.15857223,0.90840243,-0.13720778,-0.33934281,-0.83958421,-0.87138196,-0.71061401,0.1285378,-0.021087103,0.31461253,-0.24681356,-0.48977491,-0.66015282,0.23243025,-0.056640137,-0.057412386,-0.69256776,-0.4874209,-0.3250498,-0.23325519,-0.39929624,0.12746003,-0.71807322,-0.67270619,-0.7089591,-0.036105069,-0.11269161,-0.036105069,-0.11269161,-0.37833155,-0.36498439,-0.37687999,-0.61536087,-0.67913776,-0.72051624,-0.12167632,-0.33344822,-0.34873023,-0.020028119,-0.29038137,-0.12766579,-0.24324369,-0.47866582,-0.63194025,-0.32028762,-0.54165808,-0.68615374,-0.60097163,-0.48299202,-0.45925882,-0.72162977,-0.49370439,-0.34811105,-0.14047424,-0.23529106,-0.33107698,-0.41530108,-0.63488572,-0.66780808,-0.70268118,-0.851204943919514,"17","WALKING_UPSTAIRS"
0.047593491,-0.12500551,-0.29361956,-0.1871855,0.034983809,-0.210105,0.9191005,-0.3499263,-0.051574822,-0.83704746,-0.69922698,-0.65828166,0.068587853,0.52768241,0.1011275,-0.36174403,-0.24401322,-0.57345676,-0.38497681,-0.0022812372,-0.015874263,-0.51944119,-0.3253415,-0.39498024,0.003293305,0.02095697,-0.054985449,-0.30210802,-0.71676286,-0.56298215,-0.027859589,-0.25656011,-0.027859589,-0.25656011,-0.31000936,-0.48734167,-0.23473149,-0.36648714,-0.57795917,-0.59815292,-0.30457093,0.011575882,-0.32432786,-0.14523256,-0.017877803,-0.2107687,-0.41020098,-0.30587421,-0.53630537,-0.36741235,-0.22593409,-0.60837677,-0.33781066,-0.48349203,-0.34435651,-0.57811711,-0.24857258,-0.46778738,-0.22092838,-0.3927183,-0.4237596,-0.58565201,-0.40186359,-0.45090777,-0.57362384,-0.851797075356366,"19","WALKING_UPSTAIRS"
0.14842824,-0.095395775,-0.16044299,-0.27205422,0.029319794,-0.33160538,0.83338956,-0.39194561,-0.29247906,-0.82176173,-0.78175536,-0.90163652,0.38536545,-0.31969314,-0.27869013,-0.48300036,-0.2489935,-0.64588629,0.34126854,-0.44460365,-0.15723246,-0.59593536,-0.53231727,-0.13730351,-0.27513158,-0.00049648045,-0.031287479,-0.6686497,-0.65969974,-0.59758302,-0.12007443,-0.39428524,-0.12007443,-0.39428524,-0.42788081,-0.44784649,-0.23052706,-0.56890326,-0.65057828,-0.6769964,-0.36762116,-0.013436768,-0.47211885,-0.23751111,-0.013272522,-0.31134609,-0.50290936,-0.21544854,-0.61447737,-0.50785551,-0.34972534,-0.67520838,-0.54181596,-0.49632509,-0.33097965,-0.61433348,-0.55932594,-0.16152306,-0.32158315,-0.53343867,-0.4194047,-0.48844141,-0.57181581,-0.64211338,-0.65709768,-0.852820504483879,"21","WALKING_UPSTAIRS"
0.12878424,-0.10777109,-0.23036597,0.097093099,0.18020547,-0.0051999521,0.94774192,-0.30566266,0.019890075,-0.91371591,-0.80290444,-0.73843381,-0.013860551,0.25094682,-0.35485266,-0.09320111,-0.12521851,-0.49733884,0.64199969,-0.64311276,-0.039654687,-0.41595595,-0.50382566,-0.28742662,0.088555197,-0.17112621,-0.16898991,-0.43464512,-0.72659431,-0.5375983,0.23368245,-0.13978222,0.23368245,-0.13978222,-0.16964388,-0.15007264,-0.023447427,-0.22530063,-0.58864136,-0.72405364,-0.14240514,0.046340879,-0.16608763,0.17824512,0.17204131,0.0019217515,-0.14699985,-0.12722859,-0.48073543,-0.11673552,-0.18644385,-0.51138677,-0.29275781,-0.53175716,-0.31219191,-0.45538897,-0.49073746,-0.34453114,-0.11216274,-0.28935867,-0.12783912,-0.18470235,-0.3918254,-0.2519993,-0.72742271,-0.853513434323741,"22","WALKING_UPSTAIRS"
0.17812721,-0.074285418,-0.29359985,-0.38442017,0.085204794,0.13679139,0.93311079,-0.14626132,-0.2026282,-0.83923235,-0.81259929,-0.5911619,0.45906484,-0.33573882,-0.7937797,-0.38554687,-0.43344817,-0.35668559,0.46681947,-0.46401527,-0.07020064,-0.60084162,-0.18080134,-0.16711775,-0.22176864,-0.072739943,0.046466781,-0.44537339,-0.44003129,-0.5491473,-0.053387508,-0.32093623,-0.053387508,-0.32093623,-0.34126633,-0.33430969,-0.06983518,-0.2556856,-0.43382112,-0.53495574,-0.2847534,-0.077103273,0.031833161,-0.42834881,0.095180612,0.10476562,-0.36934194,-0.3977594,-0.28231151,-0.46190421,-0.52487811,-0.43015783,-0.41195659,-0.17516146,-0.24162741,-0.66397415,-0.19010394,-0.22016584,-0.3075189,-0.43382941,-0.22907171,-0.50471613,-0.31339392,-0.34357353,-0.50109889,-0.854099219525372,"23","WALKING_UPSTAIRS"
0.29764598,-0.057701874,-0.34831914,-0.38940036,-0.30051444,-0.37075646,0.91533998,-0.13795621,0.2795645,-0.92517284,-0.90544951,-0.72686018,-0.13734283,0.084003236,0.24179616,-0.62081886,-0.62940987,-0.80015919,0.49639012,-0.17123312,0.43429112,-0.34999691,-0.37499287,-0.63485864,-0.40006682,0.14101881,-0.030251855,-0.68530567,-0.8372066,-0.7678632,-0.27449934,-0.43522859,-0.27449934,-0.43522859,-0.65306648,-0.65478654,-0.13035201,-0.19267799,-0.77489484,-0.82976308,-0.4469718,-0.43059927,-0.53527111,-0.36800103,-0.28301496,-0.33784714,-0.63065246,-0.65187493,-0.76535879,-0.64430867,-0.62915469,-0.83592642,-0.30815154,-0.60279234,-0.6352006,-0.36784885,-0.27301448,-0.66798375,-0.4991802,-0.48949991,-0.6496045,-0.66260432,-0.37944904,-0.21345902,-0.82419818,-0.855195775274065,"25","WALKING_UPSTAIRS"
0.33008434,-0.092868058,-0.22560665,-0.26694645,0.25334219,-0.11333889,0.96633228,-0.19750988,0.037549081,-0.93953961,-0.69869214,-0.76062421,0.032474054,0.038595633,-0.31789306,-0.35105932,-0.19249898,-0.67854108,0.042293963,-0.19163857,0.021947503,-0.59345264,-0.53693931,-0.092282213,0.099629465,-0.10922851,0.031871041,-0.32089436,-0.72510978,-0.47949831,-0.058138081,-0.11682198,-0.058138081,-0.11682198,-0.42572338,-0.21776699,-0.39765684,-0.37764274,-0.62219971,-0.50735911,-0.25314322,0.13658739,-0.25167368,-0.27240036,0.2328372,-0.1092775,-0.37005173,-0.17385109,-0.63624032,-0.38891851,-0.27628705,-0.72040202,-0.34407001,-0.57313305,-0.14621232,-0.68248681,-0.51910671,-0.15820828,-0.10753799,-0.25929538,-0.2506589,-0.18273052,-0.44271709,-0.4397812,-0.58242198,-0.855284983896535,"26","WALKING_UPSTAIRS"
0.29414738,-0.064059994,-0.23349103,-0.20419661,-0.082773663,-0.24836833,0.96799516,-0.19082313,-0.12392743,-0.91365967,-0.92455063,-0.79280404,0.005901867,-0.15619742,0.15743199,-0.37668833,-0.29859876,-0.61285931,0.49433305,-0.15778665,-0.1138137,-0.67717954,-0.53961253,-0.25868893,-0.30197602,0.11569078,0.03399481,-0.62779281,-0.71623691,-0.67201905,-0.1003251,-0.30658122,-0.1003251,-0.30658122,-0.36824966,-0.44499225,-0.22178007,-0.53793727,-0.66636139,-0.76791243,-0.24396216,-0.0808538,-0.36602675,-0.18899292,-0.14169841,-0.2445431,-0.39350706,-0.28489678,-0.55657567,-0.41463011,-0.36795524,-0.66984446,-0.51719625,-0.5445583,-0.43277852,-0.73112752,-0.53976746,-0.27762702,-0.31174274,-0.41112864,-0.44875793,-0.44281637,-0.55085297,-0.60895037,-0.75536685,-0.856275286636054,"27","WALKING_UPSTAIRS"
0.14131155,-0.12327765,-0.17768453,-0.28914208,-0.1888896,-0.24561983,0.89761531,-0.28425733,-0.2456364,-0.82962197,-0.74191283,-0.81652089,0.0040277563,0.056131204,0.3178232,-0.41679907,-0.41602479,-0.6850002,-0.54369072,0.49184123,0.33438442,-0.46870705,-0.42689536,-0.30179015,0.18214911,0.017698423,-0.10470773,-0.51109903,-0.72579571,-0.67501664,-0.19406336,-0.26152511,-0.19406336,-0.26152511,-0.45459156,-0.47435773,-0.086361504,-0.42046384,-0.65321158,-0.70710908,-0.33461801,-0.24652237,-0.42971126,-0.27190476,-0.2103118,-0.21194947,-0.44224137,-0.41807346,-0.64350436,-0.44163794,-0.45596373,-0.72603792,-0.32618514,-0.5371069,-0.47858924,-0.51390382,-0.37221971,-0.31663149,-0.28183246,-0.36483067,-0.42428116,-0.54813305,-0.50786417,-0.4614797,-0.68992133,-0.856793065998948,"28","WALKING_UPSTAIRS"
0.20360159,-0.07256816,-0.29439698,-0.14479962,-0.17713689,0.24054371,0.93678378,-0.1624668,0.16491125,-0.92992495,-0.87304864,-0.665079,0.0066423596,-0.095315153,-0.10989451,-0.30579449,-0.40345256,-0.64985272,0.32936498,-0.37470108,0.21041961,-0.51081075,0.086181943,-0.51116141,-0.1640487,-0.042909544,-0.094784297,-0.49417355,-0.74618133,-0.58492924,0.040768795,-0.16043952,0.040768795,-0.16043952,-0.40745214,-0.3394138,-0.019814772,-0.20504381,-0.64707151,-0.6957619,-0.21783236,-0.23528198,-0.26803909,-0.11760851,-0.199034,0.36930921,-0.33484106,-0.42347091,-0.61191452,-0.3367224,-0.42196231,-0.68632335,-0.41628664,-0.43601498,-0.45372092,-0.54128487,0.30115655,-0.57618138,-0.18449489,-0.27756755,-0.33302439,-0.34983241,-0.45884247,-0.19201154,-0.67609939,-0.857545464846986,"29","WALKING_UPSTAIRS"
0.19875492,-0.062953395,-0.069055153,-0.39729786,-0.29163949,-0.066852675,0.95847458,-0.20780071,-0.048457011,-0.92210182,-0.87273804,-0.82036278,0.3258629,-0.44373951,0.10761901,-0.63022831,-0.68762322,-0.81510704,0.49932609,-0.12163067,0.12500882,-0.71719946,-0.1640836,-0.32890911,-0.17662741,-0.083612293,0.039485377,-0.79055507,-0.79303514,-0.73723843,-0.22090985,-0.44414889,-0.22090985,-0.44414889,-0.67566147,-0.67807283,-0.079468203,-0.49093333,-0.77557041,-0.8183295,-0.48849108,-0.2938169,-0.48320393,-0.36474759,-0.3347819,0.040792058,-0.65462828,-0.70521354,-0.80571162,-0.63720575,-0.68891221,-0.82241925,-0.68996203,-0.50287561,-0.45041185,-0.72720905,-0.016781666,-0.35485411,-0.50628496,-0.49785598,-0.65126598,-0.71574747,-0.65549601,-0.48147162,-0.81811061,-0.858026383640801,"30","WALKING_UPSTAIRS"
0.25186651,-0.030378942,-0.3516297,-0.34424039,0.083311586,-0.01247212,0.89378375,-0.41459246,-0.040303941,-0.92369394,-0.94089643,-0.61817194,-0.18490689,-0.13767,-0.32857225,-0.40484298,-0.14657494,-0.65208598,-0.55374785,0.22175365,0.052679773,-0.65015868,-0.48841211,-0.19901602,0.0083044901,-0.035256492,0.001352029,-0.61212382,-0.7336138,-0.50709511,-0.080257381,-0.2729147,-0.080257381,-0.2729147,-0.38252998,-0.32516348,-0.17445908,-0.51365123,-0.65836877,-0.70761366,-0.3595828,0.013070727,-0.25849633,-0.33817861,0.051023965,0.033138911,-0.42086443,-0.14946272,-0.60133241,-0.44111551,-0.2051175,-0.70338256,-0.53125986,-0.54910158,-0.24289617,-0.68817801,-0.45777938,-0.25828448,-0.18689934,-0.43925574,-0.28084713,-0.39084223,-0.57231393,-0.557114,-0.69811554,-0.858447201419872,"2","WALKING_UPSTAIRS"
